Permit_Key,Permit_Num,Permit_Type,Structure_Type,Work,Street_Num,Street_Name,Street_Type,Street_Direction,Postal,Geo_Id,Ward_Grid,Application_Date,Issued_Date,Completed_Date,Status,Description,Address,Coordinates,Application_Date_Key,Issued_Date_Key,Completed_Date_Key
2015,17 249989 B01,New Houses,SFD - Semi-Detached,New Building Certified - Lead,57,VAUDEVILLE,DR, ,###,30105504,W0331,2017-10-19,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Valermo CSDE-FR"". Certified #17 209009 000 00 CE.","57,VAUDEVILLE,DR   ###",POINT (-79.532748 43.610381),6591,6647,
2016,17 249989 B02,New Houses,SFD - Semi-Detached,New Building-Certified,27,FATHER REDMOND,WAY, ,###,30105445,W0331,2017-10-19,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Valermo CSDE-FR"". Certified #17 209009 000 00 CE.","27,FATHER REDMOND,WAY   ###",POINT (-79.534378 43.610143),6591,6647,
2017,17 249990 B01,New Houses,SFD - Semi-Detached,New Building Certified - Lead,59,VAUDEVILLE,DR, ,###,30105505,W0331,2017-10-19,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Valermo CSDE-FR1"". Certified #17 209002 000 00 CE.","59,VAUDEVILLE,DR   ###",POINT (-79.532753 43.610443),6591,6647,
2018,17 249990 B02,New Houses,SFD - Semi-Detached,New Building-Certified,25,FATHER REDMOND,WAY, ,###,30105444,W0331,2017-10-19,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Valermo CSDE-FR1"". Certified #17 209002 000 00 CE.","25,FATHER REDMOND,WAY   ###",POINT (-79.534283 43.610171),6591,6647,
2019,17 249993 B01,New Houses,SFD - Semi-Detached,New Building Certified - Lead,61,VAUDEVILLE,DR, ,###,30105506,W0331,2017-10-19,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Sheldon CSDD-EM"". Certified #17 209066 000 00 CE.","61,VAUDEVILLE,DR   ###",POINT (-79.532815 43.610508),6591,6647,
2020,17 249993 B02,New Houses,SFD - Semi-Detached,New Building-Certified,14,VAUDEVILLE,DR, ,###,30105458,W0331,2017-10-19,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Sheldon CSDD-EM"". Certified #17 209066 000 00 CE.","14,VAUDEVILLE,DR   ###",POINT (-79.534065 43.609904),6591,6647,
2021,17 249993 B03,New Houses,SFD - Semi-Detached,New Building-Certified,34,VAUDEVILLE,DR, ,###,30105469,W0331,2017-10-19,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Sheldon CSDD-EM"". Certified #17 209066 000 00 CE.","34,VAUDEVILLE,DR   ###",POINT (-79.533202 43.610098),6591,6647,
2022,17 249993 B04,New Houses,SFD - Semi-Detached,New Building-Certified,13,FATHER REDMOND,WAY, ,###,30105438,W0331,2017-10-19,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Sheldon CSDD-EM"". Certified #17 209066 000 00 CE.","13,FATHER REDMOND,WAY   ###",POINT (-79.533747 43.610286),6591,6647,
2023,17 249997 B01,New Houses,SFD - Semi-Detached,New Building Certified - Lead,63,VAUDEVILLE,DR, ,###,30105507,W0331,2017-10-19,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Sheldon CSDD-FR"". Certified #17 209055 000 00 CE.","63,VAUDEVILLE,DR   ###",POINT (-79.532809 43.610569),6591,6647,
2024,17 249997 B02,New Houses,SFD - Semi-Detached,New Building-Certified,16,VAUDEVILLE,DR, ,###,30105459,W0331,2017-10-19,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Sheldon CSDD-FR"". Certified #17 209055 000 00 CE.","16,VAUDEVILLE,DR   ###",POINT (-79.533981 43.60992),6591,6647,
2025,17 249997 B03,New Houses,SFD - Semi-Detached,New Building-Certified,36,VAUDEVILLE,DR, ,###,30105470,W0331,2017-10-19,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Sheldon CSDD-FR"". Certified #17 209055 000 00 CE.","36,VAUDEVILLE,DR   ###",POINT (-79.533093 43.610122),6591,6647,
2026,17 249997 B04,New Houses,SFD - Semi-Detached,New Building-Certified,15,FATHER REDMOND,WAY, ,###,30105439,W0331,2017-10-19,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Sheldon CSDD-FR"". Certified #17 209055 000 00 CE.","15,FATHER REDMOND,WAY   ###",POINT (-79.533845 43.610257),6591,6647,
2027,17 249999 B01,New Houses,SFD - Semi-Detached,New Building Certified - Lead,65,VAUDEVILLE,DR, ,###,30105508,W0331,2017-10-19,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Albright CSDA-EM"". Certified #17 209037 000 00 CE.","65,VAUDEVILLE,DR   ###",POINT (-79.532845 43.610638),6591,6647,
2028,17 249999 B02,New Houses,SFD - Semi-Detached,New Building-Certified,10,VAUDEVILLE,DR, ,###,30105456,W0331,2017-10-19,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Albright CSDA-EM"". Certified #17 209037 000 00 CE.","10,VAUDEVILLE,DR   ###",POINT (-79.534258 43.609857),6591,6647,
2029,17 250001 B02,New Houses,SFD - Semi-Detached,New Building-Certified,12,VAUDEVILLE,DR, ,###,30105457,W0331,2017-10-19,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Albright CSDA-FR"". Certified #17 209043 000 00 CE.","12,VAUDEVILLE,DR   ###",POINT (-79.534153 43.609876),6591,6647,
2030,17 250006 B01,New Houses,SFD - Semi-Detached,New Building Certified - Lead,6,VAUDEVILLE,DR, ,###,30105454,W0331,2017-10-19,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Albright CSDA-CN"". Certified #17 209016 000 00 CE.","6,VAUDEVILLE,DR   ###",POINT (-79.534401 43.609815),6591,6647,
2031,17 250011 B01,New Houses,SFD - Semi-Detached,New Building Certified - Lead,8,VAUDEVILLE,DR, ,###,30105455,W0331,2017-10-19,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Albright CSDA-CN1"". Certified #17 209029 000 00 CE.","8,VAUDEVILLE,DR   ###",POINT (-79.534332 43.60984),6591,6647,
2032,17 250011 B02,New Houses,SFD - Semi-Detached,New Building-Certified,3,FATHER REDMOND,WAY, ,###,30105433,W0331,2017-10-19,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Albright CSDA-CN1"". Certified #17 209029 000 00 CE.","3,FATHER REDMOND,WAY   ###",POINT (-79.53332 43.610393),6591,6647,
2033,17 250019 B01,New Houses,SFD - Semi-Detached,New Building Certified - Lead,18,VAUDEVILLE,DR, ,###,30105460,W0331,2017-10-19,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Carson CSDC-EM"". Certified #17 209128 000 00 CE.","18,VAUDEVILLE,DR   ###",POINT (-79.533906 43.609945),6591,6647,
2034,17 250019 B02,New Houses,SFD - Semi-Detached,New Building-Certified,9,FATHER REDMOND,WAY, ,###,30105436,W0331,2017-10-19,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Carson CSDC-EM"". Certified #17 209128 000 00 CE.","9,FATHER REDMOND,WAY   ###",POINT (-79.533573 43.610325),6591,6647,
2035,17 250019 B03,New Houses,SFD - Semi-Detached,New Building-Certified,33,FATHER REDMOND,WAY, ,###,30105448,W0331,2017-10-19,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Carson CSDC-EM"". Certified #17 209128 000 00 CE.","33,FATHER REDMOND,WAY   ###",POINT (-79.534624 43.610086),6591,6647,
2036,17 250038 B01,New Houses,SFD - Semi-Detached,New Building Certified - Lead,20,VAUDEVILLE,DR, ,###,30105461,W0331,2017-10-19,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Carson CSDC-TA"". Certified #17 209137 000 00 CE.","20,VAUDEVILLE,DR   ###",POINT (-79.533809 43.60996),6591,6647,
2037,17 250038 B02,New Houses,SFD - Semi-Detached,New Building-Certified,11,FATHER REDMOND,WAY, ,###,30105437,W0331,2017-10-19,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Carson CSDC-TA"". Certified #17 209137 000 00 CE.","11,FATHER REDMOND,WAY   ###",POINT (-79.533674 43.610303),6591,6647,
2038,17 250054 B01,New Houses,SFD - Semi-Detached,New Building Certified - Lead,22,VAUDEVILLE,DR, ,###,30105462,W0331,2017-10-19,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Valermo CSDE-CN"". Certified #17 209051 000 00 CE.","22,VAUDEVILLE,DR   ###",POINT (-79.533709 43.60998),6591,6647,
2039,17 250054 B02,New Houses,SFD - Semi-Detached,New Building-Certified,5,FATHER REDMOND,WAY, ,###,30105434,W0331,2017-10-19,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Valermo CSDE-CN"". Certified #17 209051 000 00 CE.","5,FATHER REDMOND,WAY   ###",POINT (-79.533397 43.610368),6591,6647,
2040,17 250067 B01,New Houses,SFD - Semi-Detached,New Building Certified - Lead,24,VAUDEVILLE,DR, ,###,30105464,W0331,2017-10-19,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Valermo CSDE-CN1"". Certified #17 209022 000 00 CE.","24,VAUDEVILLE,DR   ###",POINT (-79.533623 43.609999),6591,6647,
2041,17 250067 B02,New Houses,SFD - Semi-Detached,New Building-Certified,7,FATHER REDMOND,WAY, ,###,30105435,W0331,2017-10-19,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Valermo CSDE-CN1"". Certified #17 209022 000 00 CE.","7,FATHER REDMOND,WAY   ###",POINT (-79.533497 43.610348),6591,6647,
2042,17 250085 B01,New Houses,SFD - Semi-Detached,New Building Certified - Lead,26,VAUDEVILLE,DR, ,###,30105465,W0331,2017-10-19,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Carson CSDC-CN"". Certified #17 209113 000 00 CE.","26,VAUDEVILLE,DR   ###",POINT (-79.533546 43.610022),6591,6647,
2043,17 250085 B02,New Houses,SFD - Semi-Detached,New Building-Certified,21,FATHER REDMOND,WAY, ,###,30105442,W0331,2017-10-19,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Carson CSDC-CN"". Certified #17 209113 000 00 CE.","21,FATHER REDMOND,WAY   ###",POINT (-79.534098 43.610211),6591,6647,
2044,17 250108 B01,New Houses,SFD - Semi-Detached,New Building Certified - Lead,28,VAUDEVILLE,DR, ,###,30105466,W0331,2017-10-19,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Carson CSDC-CN1"". Certified #17 209122 000 00 CE.","28,VAUDEVILLE,DR   ###",POINT (-79.533449 43.610039),6591,6647,
2045,17 250108 B02,New Houses,SFD - Semi-Detached,New Building-Certified,23,FATHER REDMOND,WAY, ,###,30105443,W0331,2017-10-19,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Carson CSDC-CN1"". Certified #17 209122 000 00 CE.","23,FATHER REDMOND,WAY   ###",POINT (-79.534204 43.610181),6591,6647,
2046,17 250121 B02,New Houses,SFD - Semi-Detached,New Building-Certified,29,FATHER REDMOND,WAY, ,###,30105446,W0331,2017-10-19,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Bellman CSDB-FR"". Certified #17 209068 000 00 CE.","29,FATHER REDMOND,WAY   ###",POINT (-79.534454 43.61013),6591,6647,
2047,17 250149 B01,New Houses,SFD - Semi-Detached,New Building Certified - Lead,32,VAUDEVILLE,DR, ,###,30105468,W0331,2017-10-19,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Bellman CSDB-TA"". Certified #17 209080 000 00 CE.","32,VAUDEVILLE,DR   ###",POINT (-79.533269 43.61008),6591,6647,
2048,17 250149 B02,New Houses,SFD - Semi-Detached,New Building-Certified,31,FATHER REDMOND,WAY, ,###,30105447,W0331,2017-10-19,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Bellman CSDB-TA"". Certified #17 209080 000 00 CE.","31,FATHER REDMOND,WAY   ###",POINT (-79.534527 43.610117),6591,6647,
2049,17 250177 BLD,New Houses,SFD - Semi-Detached,New Building-Certified,17,FATHER REDMOND,WAY, ,###,30105440,W0331,2017-10-19,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Sheldon CSDD-CN"". Certified #17 209109 000 00 CE.","17,FATHER REDMOND,WAY   ###",POINT (-79.533923 43.610245),6591,6647,
2050,17 250187 BLD,New Houses,SFD - Semi-Detached,New Building-Certified,19,FATHER REDMOND,WAY, ,###,30105441,W0331,2017-10-19,2017-12-14,,Inspection,"Proposal to construct new ""Certified"" dwelling, model ""The Sheldon CSDD-CN1"". Certified #17 209076 000 00 CE.","19,FATHER REDMOND,WAY   ###",POINT (-79.53401 43.61023),6591,6647,
2051,17 250585 BLD,New Houses,SFD - Detached,New Building,21,PARK HILL,RD, ,M6C,851999,N0832,2017-10-19,2017-11-13,,Inspection,New two storey dwelling with attached garage,"21,PARK HILL,RD   M6C",POINT (-79.437487 43.699552),6591,6616,
2052,17 250987 BLD,New Building,Mixed Use/Res w Non Res,New Building,143,AVENUE,RD, ,M5R,765424,S1128,2017-10-20,2019-06-13,,Inspection,"Proposal to construct a 10 storey condo with 70 residential units, 3 levels of below grade parking, and commercial at grade,  NOTE: See stand alone excavation and shoring for soil remediation permit 17 149470 BLD for reference.  143-151 AVENUE RD","143,AVENUE,RD   M5R",POINT (-79.396031 43.674218),6592,7193,
2053,17 252219 BLD,New Houses,SFD - Detached,New Building,1,DANIEL COZENS,CRT, ,###,30062440,N1822,2017-10-24,2017-12-15,,Inspection,Construct a new two storey SFD-Detached with finished basement - Model 5902 Elev B,"1,DANIEL COZENS,CRT   ###",POINT (-79.439952 43.780218),6596,6648,
2054,17 253545 BLD,Building Additions/Alterations,Apartment Building,Interior Alterations,40,TEESDALE,PL, ,M1L,2297573,E2028,2017-10-26,2017-11-29,,Inspection,Proposal for interior alterations to the common areas an existing apartment building.,"40,TEESDALE,PL   M1L",POINT (-79.286441 43.697208),6598,6632,
2055,17 253876 BLD,New Houses,SFD - Detached,New Building,26,DEVONDALE,AVE, ,M2R,7274393,N1822,2017-10-26,2020-05-21,,Inspection,Proposal to demolition  existing 1 storey SFD to be replaced by new 2 storey SFD with finished basement and attached garage,"26,DEVONDALE,AVE   M2R",POINT (-79.435291 43.778269),6598,7536,
2056,17 255291 BLD,New Building,Parking Garage,New Building,36,TIPPETT,RD, ,###,30080082,N0633,2017-10-30,2020-07-21,,Permit Issued,Construct 2 level underground parking garage with 339 parking stalls (to be shared with two towers - a 36 and 36R Tippett Rd),"36,TIPPETT,RD   ###",POINT (-79.447489 43.733677),6602,7597,
2057,17 255309 BLD,New Building,Apartment Building,New Building,36,TIPPETT,RD, ,###,30080082,N0633,2017-10-30,2020-08-06,,Inspection,Construct  8 storey tower with 171dwelling units for Tower B(underground parking to be shared with 36R Tippett Rd file #17-255291),"36,TIPPETT,RD   ###",POINT (-79.447489 43.733677),6602,7613,
2058,17 256843 BLD,New Houses,SFD - Detached,New Building,353,LAIRD,DR, ,M4G,27325,N1529,2017-11-02,2017-12-12,,Inspection,Proposal to construct a new 2 storey single family dwelling and demolish the existing 2 storey single family dwelling,"353,LAIRD,DR   M4G",POINT (-79.366319 43.718093),6605,6645,
2059,17 257038 BLD,New Building,Apartment Building,New Building,281,AVENUE,RD, ,M4V,765469,S1238,2017-11-02,2019-09-12,,Inspection,Proposal to construct a 9 storey + mechanical penthouse condo building containing 36 residential units and 3 levels of below grade parking.  ,"281,AVENUE,RD   M4V",POINT (-79.39802 43.678885),6605,7284,
2060,17 257788 BLD,New Houses,SFD - Detached,New Building,103,POPLAR PLAINS,RD, ,M4V,854396,S1237,2017-11-03,2017-12-22,,Inspection,"Proposal to construct a new 2 storey SFD with integral garage and finished basement.  See Demo, PPR, and COA.","103,POPLAR PLAINS,RD   M4V",POINT (-79.401629 43.680847),6606,6655,
2061,17 258420 BLD,New Houses,SFD - Detached,New Building,21,GLADYS,RD, ,M1C,337478,E2532,2017-11-06,2018-04-20,,Permit Issued,Demolition of existing dwelling and shed and construction of a new 2 storey single family dwelling with integral garage and unished basement,"21,GLADYS,RD   M1C",POINT (-79.17983 43.784617),6609,6774,
2062,17 261617 BLD,New Houses,SFD - Detached,New Building,287,GAMMA,ST, ,M8W,1002660,W0331,2017-11-13,2017-12-19,,Permit Issued,Proposal to demolish existing dwelling and construct a new 2 storey detached sfd with integral garage. ,"287,GAMMA,ST   M8W",POINT (-79.540555 43.612189),6616,6652,
2063,17 261661 BLD,New Building,Apartment Building,New Building,25,LEONARD,AVE, ,M5T,2750525,S1143,2017-11-13,2018-07-27,,Inspection,"Proposal to construct a 3 storey, 22 unit residential building. Existing 6 storey residential building on site to remain. (Site Specific By-Laws 1079 - 2017 & 1080 - 2017). ","25,LEONARD,AVE   M5T",POINT (-79.404125 43.653826),6616,6872,
2064,17 261686 BLD,Building Additions/Alterations,Apartment Building,Interior Alterations,60,YORKVILLE,AVE, ,M4W,30034805,S1128,2017-11-13,2017-12-11,,Inspection,Proposal for interior alterations to the ground floor lobby for the existing apartment building.  Renovation include HVAC.,"60,YORKVILLE,AVE   M4W",POINT (-79.389788 43.671615),6616,6644,
2065,17 261935 BLD,Building Additions/Alterations,Multiple Unit Building,Interior Alterations,55,AVENUE,RD, ,M5R,5527646,S1128,2017-11-14,2017-12-18,,Inspection,"Proposal for interior alterations to unit 210 for new personal service spa ""Victoria Radford"" and to bring vacant retail unit 211 back to base build in existing multiple unit building.","55,AVENUE,RD   M5R",POINT (-79.394583 43.671193),6617,6651,
2066,17 261973 BLD,New Houses,SFD - Detached,New Building,29,LAKE PROMENADE, , ,M8V,5662738,W0334,2017-11-14,2018-03-08,,Inspection,"Permit to demolish existing 2-Storey single family detached house & construct new 2-Storey single family detached house with integral garages, finished basement, front porch, basement walkout, rear first floor deck and second floor front and rear balconies. Please refer to COA 17-126272","29,LAKE PROMENADE,    M8V",POINT (-79.520467 43.590519),6617,6731,
2067,17 263589 BLD,New Houses,SFD - Detached,New Building,179,DELORAINE,AVE, ,M5M,792933,N0825,2017-11-16,2018-01-11,,Inspection,Proposal to construct new two storey sfd,"179,DELORAINE,AVE   M5M",POINT (-79.411476 43.732475),6619,6675,
2068,17 263933 BLD,New Building,Apartment Building,New Building,200,RUSSELL HILL,RD, ,M4V,20162935,S1237,2017-11-17,2020-10-29,,Inspection,Proposal to construct a 5-storey condo with 20 residential units and 2 levels of below grade parking.,"200,RUSSELL HILL,RD   M4V",POINT (-79.406631 43.681737),6620,7697,
2069,17 263948 BLD,New Houses,SFD - Detached,New Building,1,LEONA,DR, ,M2N,536646,N1828,2017-11-17,2018-05-02,,Inspection,Proposal to construct a two storey dwelling with finished basement and a rear detached garage,"1,LEONA,DR   M2N",POINT (-79.402816 43.7617),6620,6786,
2070,17 265775 BLD,New Houses,SFD - Detached,New Building,12,COATES,AVE, ,M6C,6069242,S0925,2017-11-22,2018-02-01,,Inspection,Proposed demolition of existing detached dwelling and construction a new 3 storey detached dwelling with 2 units.,"12,COATES,AVE   M6C",POINT (-79.43496 43.68533),6625,6696,
2071,17 266196 BLD,New Building,Mixed Use/Res w Non Res,New Building,128,HAZELTON,AVE, ,M5R,818645,S1128,2017-11-23,2021-12-09,,Inspection,"Proposal to construct a new 9 storey mixed use building with 18 residential units, office use, and 3 levels of underground parking.  See also 15 257797 SA.","128,HAZELTON,AVE   M5R",POINT (-79.395148 43.674798),6626,8103,
2072,17 267152 BLD,Building Additions/Alterations,Apartment Building,Interior Alterations,100,CAVELL,AVE, ,M8V,7569964,W0336,2017-11-24,2018-01-26,,Inspection,"Proposal for interior alterations, accessibility improvement to apartment building.","100,CAVELL,AVE   M8V",POINT (-79.496996 43.615488),6627,6690,
