Ethnoculture,Ward_ID,Population,Year
Finnish,Ward 16,260,2016
Icelandic,Ward 16,25,2016
Norwegian,Ward 16,205,2016
Swedish,Ward 16,220,2016
"Northern European origins, n.i.e.",Ward 16,20,2016
Eastern European origins,Ward 16,8855,2016
Bulgarian,Ward 16,605,2016
Byelorussian,Ward 16,75,2016
Czech,Ward 16,310,2016
"Czechoslovakian, n.o.s.",Ward 16,60,2016
Estonian,Ward 16,245,2016
Hungarian,Ward 16,1100,2016
Latvian,Ward 16,255,2016
Lithuanian,Ward 16,140,2016
Moldovan,Ward 16,25,2016
Polish,Ward 16,2050,2016
Romanian,Ward 16,1740,2016
Russian,Ward 16,1400,2016
Slovak,Ward 16,845,2016
Ukrainian,Ward 16,1400,2016
"Eastern European origins, n.i.e.",Ward 16,75,2016
Southern European origins,Ward 16,11850,2016
Albanian,Ward 16,545,2016
Bosnian,Ward 16,140,2016
Catalan,Ward 16,10,2016
Croatian,Ward 16,320,2016
Cypriot,Ward 16,115,2016
Greek,Ward 16,3780,2016
Italian,Ward 16,2670,2016
Kosovar,Ward 16,0,2016
Macedonian,Ward 16,675,2016
Maltese,Ward 16,175,2016
Montenegrin,Ward 16,20,2016
Portuguese,Ward 16,1275,2016
Serbian,Ward 16,980,2016
Sicilian,Ward 16,35,2016
Slovenian,Ward 16,130,2016
Spanish,Ward 16,1880,2016
"Yugoslavian, n.o.s.",Ward 16,85,2016
"Southern European origins, n.i.e.",Ward 16,10,2016
Other European origins,Ward 16,885,2016
Basque,Ward 16,0,2016
Jewish,Ward 16,510,2016
Roma (Gypsy),Ward 16,220,2016
"Slavic, n.o.s.",Ward 16,10,2016
"Other European origins, n.i.e.",Ward 16,145,2016
Caribbean origins,Ward 16,5550,2016
Antiguan,Ward 16,75,2016
Bahamian,Ward 16,20,2016
Barbadian,Ward 16,420,2016
Bermudan,Ward 16,45,2016
Carib,Ward 16,15,2016
Cuban,Ward 16,190,2016
Dominican,Ward 16,85,2016
Grenadian,Ward 16,270,2016
Guadeloupean,Ward 16,0,2016
Haitian,Ward 16,95,2016
Jamaican,Ward 16,2970,2016
Kittitian/Nevisian,Ward 16,30,2016
Martinican,Ward 16,10,2016
Montserratan,Ward 16,0,2016
Puerto Rican,Ward 16,0,2016
St. Lucian,Ward 16,120,2016
Trinidadian/Tobagonian,Ward 16,805,2016
Vincentian/Grenadinian,Ward 16,165,2016
"West Indian, n.o.s.",Ward 16,695,2016
"Caribbean origins, n.i.e.",Ward 16,335,2016
"Latin, Central and South American origins",Ward 16,3300,2016
Aboriginal from Central/South America (except Arawak and Maya),Ward 16,135,2016
Arawak,Ward 16,25,2016
Argentinian,Ward 16,115,2016
Belizean,Ward 16,15,2016
Bolivian,Ward 16,0,2016
Brazilian,Ward 16,140,2016
Chilean,Ward 16,65,2016
Colombian,Ward 16,885,2016
Costa Rican,Ward 16,20,2016
Ecuadorian,Ward 16,100,2016
Guatemalan,Ward 16,25,2016
Guyanese,Ward 16,875,2016
Hispanic,Ward 16,55,2016
Honduran,Ward 16,0,2016
Maya,Ward 16,15,2016
Mexican,Ward 16,295,2016
Nicaraguan,Ward 16,90,2016
Panamanian,Ward 16,30,2016
Paraguayan,Ward 16,0,2016
Peruvian,Ward 16,105,2016
Salvadorean,Ward 16,145,2016
Uruguayan,Ward 16,30,2016
Venezuelan,Ward 16,110,2016
"Latin, Central and South American origins, n.i.e.",Ward 16,160,2016
African origins,Ward 16,6565,2016
Central and West African origins,Ward 16,1085,2016
Akan,Ward 16,0,2016
Angolan,Ward 16,15,2016
Ashanti,Ward 16,0,2016
Beninese,Ward 16,10,2016
Burkinabe,Ward 16,0,2016
Cameroonian,Ward 16,200,2016
Chadian,Ward 16,0,2016
Congolese,Ward 16,245,2016
Edo,Ward 16,0,2016
Ewe,Ward 16,0,2016
Gabonese,Ward 16,0,2016
Gambian,Ward 16,15,2016
Ghanaian,Ward 16,105,2016
Guinean,Ward 16,40,2016
Ibo,Ward 16,40,2016
Ivorian,Ward 16,45,2016
Liberian,Ward 16,0,2016
Malian,Ward 16,10,2016
Malinké,Ward 16,0,2016
Nigerian,Ward 16,205,2016
Peulh,Ward 16,0,2016
Senegalese,Ward 16,20,2016
Sierra Leonean,Ward 16,70,2016
Togolese,Ward 16,0,2016
Wolof,Ward 16,0,2016
Yoruba,Ward 16,50,2016
"Central and West African origins, n.i.e.",Ward 16,65,2016
North African origins,Ward 16,1410,2016
Algerian,Ward 16,80,2016
Berber,Ward 16,30,2016
Coptic,Ward 16,35,2016
Dinka,Ward 16,0,2016
Egyptian,Ward 16,850,2016
Libyan,Ward 16,40,2016
Maure,Ward 16,40,2016
Moroccan,Ward 16,215,2016
Sudanese,Ward 16,170,2016
Tunisian,Ward 16,45,2016
"North African origins, n.i.e.",Ward 16,10,2016
Southern and East African origins,Ward 16,2365,2016
Afrikaner,Ward 16,15,2016
Amhara,Ward 16,30,2016
"Bantu, n.o.s.",Ward 16,10,2016
Burundian,Ward 16,85,2016
Djiboutian,Ward 16,0,2016
Eritrean,Ward 16,375,2016
Ethiopian,Ward 16,600,2016
Harari,Ward 16,20,2016
Kenyan,Ward 16,105,2016
Malagasy,Ward 16,0,2016
Mauritian,Ward 16,20,2016
Oromo,Ward 16,0,2016
Rwandan,Ward 16,65,2016
Seychellois,Ward 16,0,2016
Somali,Ward 16,490,2016
South African,Ward 16,130,2016
Tanzanian,Ward 16,30,2016
Tigrian,Ward 16,15,2016
Ugandan,Ward 16,75,2016
Zambian,Ward 16,30,2016
Zimbabwean,Ward 16,130,2016
Zulu,Ward 16,10,2016
"Southern and East African origins, n.i.e.",Ward 16,305,2016
Other African origins,Ward 16,1875,2016
"Black, n.o.s.",Ward 16,245,2016
"Other African origins, n.i.e.",Ward 16,1650,2016
Asian origins,Ward 16,44615,2016
West Central Asian and Middle Eastern origins,Ward 16,11460,2016
Afghan,Ward 16,3060,2016
"Arab, n.o.s.",Ward 16,765,2016
Armenian,Ward 16,1300,2016
Assyrian,Ward 16,45,2016
Azerbaijani,Ward 16,90,2016
Georgian,Ward 16,10,2016
Hazara,Ward 16,85,2016
Iranian,Ward 16,2380,2016
Iraqi,Ward 16,325,2016
Israeli,Ward 16,75,2016
Jordanian,Ward 16,165,2016
Kazakh,Ward 16,15,2016
Kurd,Ward 16,340,2016
Kuwaiti,Ward 16,20,2016
Kyrgyz,Ward 16,0,2016
Lebanese,Ward 16,1055,2016
Palestinian,Ward 16,525,2016
Pashtun,Ward 16,100,2016
Saudi Arabian,Ward 16,30,2016
Syrian,Ward 16,685,2016
Tajik,Ward 16,160,2016
Tatar,Ward 16,55,2016
Turk,Ward 16,790,2016
Turkmen,Ward 16,30,2016
Uighur,Ward 16,115,2016
Uzbek,Ward 16,45,2016
Yemeni,Ward 16,95,2016
"West Central Asian and Middle Eastern origins, n.i.e.",Ward 16,160,2016
South Asian origins,Ward 16,15930,2016
Bangladeshi,Ward 16,785,2016
Bengali,Ward 16,350,2016
Bhutanese,Ward 16,15,2016
East Indian,Ward 16,9880,2016
Goan,Ward 16,45,2016
Gujarati,Ward 16,155,2016
Kashmiri,Ward 16,10,2016
Nepali,Ward 16,65,2016
Pakistani,Ward 16,2610,2016
Punjabi,Ward 16,105,2016
Sinhalese,Ward 16,65,2016
Sri Lankan,Ward 16,1445,2016
Tamil,Ward 16,505,2016
"South Asian origins, n.i.e.",Ward 16,910,2016
East and Southeast Asian origins,Ward 16,17745,2016
Burmese,Ward 16,50,2016
Cambodian (Khmer),Ward 16,0,2016
Chinese,Ward 16,8280,2016
Filipino,Ward 16,7225,2016
Hmong,Ward 16,0,2016
Indonesian,Ward 16,125,2016
Japanese,Ward 16,710,2016
Karen,Ward 16,0,2016
Korean,Ward 16,1415,2016
Laotian,Ward 16,10,2016
Malaysian,Ward 16,135,2016
Mongolian,Ward 16,20,2016
Singaporean,Ward 16,25,2016
Taiwanese,Ward 16,165,2016
Thai,Ward 16,55,2016
Tibetan,Ward 16,35,2016
Vietnamese,Ward 16,440,2016
"East and Southeast Asian origins, n.i.e.",Ward 16,150,2016
Other Asian origins,Ward 16,185,2016
"Other Asian origins, n.i.e.",Ward 16,185,2016
Oceania origins,Ward 16,110,2016
Australian,Ward 16,70,2016
New Zealander,Ward 16,45,2016
Pacific Islands origins,Ward 16,10,2016
Fijian,Ward 16,0,2016
Hawaiian,Ward 16,10,2016
Maori,Ward 16,0,2016
Samoan,Ward 16,0,2016
"Polynesian, n.o.s.",Ward 16,0,2016
"Pacific Islands origins, n.i.e.",Ward 16,0,2016
Total - Ethnic origin for the population in private households - 25% sample data,Ward 17,109055,2016
North American Aboriginal origins,Ward 17,570,2016
First Nations (North American Indian),Ward 17,465,2016
Inuit,Ward 17,10,2016
Métis,Ward 17,120,2016
Other North American origins,Ward 17,6870,2016
Acadian,Ward 17,15,2016
American,Ward 17,490,2016
Canadian,Ward 17,6460,2016
New Brunswicker,Ward 17,0,2016
Newfoundlander,Ward 17,0,2016
Nova Scotian,Ward 17,10,2016
Ontarian,Ward 17,10,2016
Québécois,Ward 17,15,2016
"Other North American origins, n.i.e.",Ward 17,0,2016
European origins,Ward 17,31495,2016
British Isles origins,Ward 17,11390,2016
Channel Islander,Ward 17,0,2016
Cornish,Ward 17,0,2016
English,Ward 17,6475,2016
Irish,Ward 17,4585,2016
Manx,Ward 17,0,2016
Scottish,Ward 17,4755,2016
Welsh,Ward 17,490,2016
"British Isles origins, n.i.e.",Ward 17,890,2016
French origins,Ward 17,2300,2016
Alsatian,Ward 17,10,2016
Breton,Ward 17,0,2016
Corsican,Ward 17,0,2016
French,Ward 17,2290,2016
Western European origins (except French origins),Ward 17,4050,2016
Austrian,Ward 17,420,2016
Bavarian,Ward 17,0,2016
Belgian,Ward 17,85,2016
Dutch,Ward 17,750,2016
Flemish,Ward 17,0,2016
Frisian,Ward 17,10,2016
German,Ward 17,2815,2016
Luxembourger,Ward 17,0,2016
Swiss,Ward 17,190,2016
"Western European origins, n.i.e.",Ward 17,0,2016
Northern European origins (except British Isles origins),Ward 17,585,2016
Danish,Ward 17,100,2016
Finnish,Ward 17,190,2016
Icelandic,Ward 17,40,2016
Norwegian,Ward 17,115,2016
Swedish,Ward 17,170,2016
"Northern European origins, n.i.e.",Ward 17,15,2016
Eastern European origins,Ward 17,9965,2016
Bulgarian,Ward 17,295,2016
Byelorussian,Ward 17,175,2016
Czech,Ward 17,150,2016
"Czechoslovakian, n.o.s.",Ward 17,35,2016
Estonian,Ward 17,175,2016
Hungarian,Ward 17,1235,2016
Latvian,Ward 17,105,2016
Lithuanian,Ward 17,245,2016
Moldovan,Ward 17,80,2016
Polish,Ward 17,2825,2016
Romanian,Ward 17,2255,2016
Russian,Ward 17,3020,2016
Slovak,Ward 17,130,2016
Ukrainian,Ward 17,1560,2016
"Eastern European origins, n.i.e.",Ward 17,150,2016
Southern European origins,Ward 17,10080,2016
Albanian,Ward 17,330,2016
Bosnian,Ward 17,60,2016
Catalan,Ward 17,10,2016
Croatian,Ward 17,325,2016
Cypriot,Ward 17,90,2016
Greek,Ward 17,2590,2016
Italian,Ward 17,3170,2016
Kosovar,Ward 17,0,2016
Macedonian,Ward 17,640,2016
Maltese,Ward 17,40,2016
Montenegrin,Ward 17,60,2016
Portuguese,Ward 17,1310,2016
Serbian,Ward 17,510,2016
Sicilian,Ward 17,0,2016
Slovenian,Ward 17,185,2016
Spanish,Ward 17,1670,2016
"Yugoslavian, n.o.s.",Ward 17,155,2016
"Southern European origins, n.i.e.",Ward 17,0,2016
Other European origins,Ward 17,1320,2016
Basque,Ward 17,10,2016
Jewish,Ward 17,1115,2016
Roma (Gypsy),Ward 17,10,2016
"Slavic, n.o.s.",Ward 17,15,2016
"Other European origins, n.i.e.",Ward 17,190,2016
Caribbean origins,Ward 17,3695,2016
Antiguan,Ward 17,60,2016
Bahamian,Ward 17,25,2016
Barbadian,Ward 17,280,2016
Bermudan,Ward 17,10,2016
Carib,Ward 17,15,2016
Cuban,Ward 17,125,2016
Dominican,Ward 17,25,2016
Grenadian,Ward 17,140,2016
Guadeloupean,Ward 17,0,2016
Haitian,Ward 17,40,2016
Jamaican,Ward 17,2005,2016
Kittitian/Nevisian,Ward 17,15,2016
Martinican,Ward 17,0,2016
Montserratan,Ward 17,10,2016
Puerto Rican,Ward 17,0,2016
St. Lucian,Ward 17,60,2016
Trinidadian/Tobagonian,Ward 17,645,2016
Vincentian/Grenadinian,Ward 17,145,2016
"West Indian, n.o.s.",Ward 17,330,2016
"Caribbean origins, n.i.e.",Ward 17,270,2016
"Latin, Central and South American origins",Ward 17,2800,2016
Aboriginal from Central/South America (except Arawak and Maya),Ward 17,110,2016
Arawak,Ward 17,10,2016
Argentinian,Ward 17,75,2016
Belizean,Ward 17,15,2016
Bolivian,Ward 17,15,2016
Brazilian,Ward 17,185,2016
Chilean,Ward 17,125,2016
Colombian,Ward 17,585,2016
Costa Rican,Ward 17,15,2016
Ecuadorian,Ward 17,85,2016
Guatemalan,Ward 17,20,2016
Guyanese,Ward 17,520,2016
Hispanic,Ward 17,90,2016
Honduran,Ward 17,0,2016
Maya,Ward 17,20,2016
Mexican,Ward 17,250,2016
Nicaraguan,Ward 17,30,2016
Panamanian,Ward 17,20,2016
Paraguayan,Ward 17,15,2016
Peruvian,Ward 17,220,2016
Salvadorean,Ward 17,205,2016
Uruguayan,Ward 17,35,2016
Venezuelan,Ward 17,255,2016
"Latin, Central and South American origins, n.i.e.",Ward 17,95,2016
African origins,Ward 17,3830,2016
Central and West African origins,Ward 17,635,2016
Akan,Ward 17,0,2016
Angolan,Ward 17,0,2016
Ashanti,Ward 17,30,2016
Beninese,Ward 17,0,2016
Burkinabe,Ward 17,0,2016
Cameroonian,Ward 17,100,2016
Chadian,Ward 17,0,2016
Congolese,Ward 17,40,2016
Edo,Ward 17,0,2016
Ewe,Ward 17,0,2016
Gabonese,Ward 17,0,2016
Gambian,Ward 17,0,2016
Ghanaian,Ward 17,155,2016
Guinean,Ward 17,0,2016
Ibo,Ward 17,25,2016
Ivorian,Ward 17,20,2016
Liberian,Ward 17,10,2016
Malian,Ward 17,15,2016
Malinké,Ward 17,0,2016
Nigerian,Ward 17,210,2016
Peulh,Ward 17,0,2016
Senegalese,Ward 17,15,2016
Sierra Leonean,Ward 17,0,2016
Togolese,Ward 17,0,2016
Wolof,Ward 17,0,2016
Yoruba,Ward 17,0,2016
"Central and West African origins, n.i.e.",Ward 17,35,2016
North African origins,Ward 17,1385,2016
Algerian,Ward 17,50,2016
Berber,Ward 17,10,2016
Coptic,Ward 17,15,2016
Dinka,Ward 17,0,2016
Egyptian,Ward 17,1080,2016
Libyan,Ward 17,25,2016
Maure,Ward 17,0,2016
Moroccan,Ward 17,105,2016
Sudanese,Ward 17,105,2016
Tunisian,Ward 17,25,2016
"North African origins, n.i.e.",Ward 17,55,2016
Southern and East African origins,Ward 17,920,2016
Afrikaner,Ward 17,0,2016
Amhara,Ward 17,0,2016
"Bantu, n.o.s.",Ward 17,0,2016
Burundian,Ward 17,20,2016
Djiboutian,Ward 17,0,2016
Eritrean,Ward 17,50,2016
Ethiopian,Ward 17,115,2016
Harari,Ward 17,25,2016
Kenyan,Ward 17,95,2016
Malagasy,Ward 17,0,2016
Mauritian,Ward 17,115,2016
Oromo,Ward 17,0,2016
Rwandan,Ward 17,0,2016
Seychellois,Ward 17,10,2016
Somali,Ward 17,220,2016
South African,Ward 17,130,2016
Tanzanian,Ward 17,15,2016
Tigrian,Ward 17,0,2016
Ugandan,Ward 17,10,2016
Zambian,Ward 17,20,2016
Zimbabwean,Ward 17,45,2016
Zulu,Ward 17,0,2016
"Southern and East African origins, n.i.e.",Ward 17,145,2016
Other African origins,Ward 17,945,2016
"Black, n.o.s.",Ward 17,130,2016
"Other African origins, n.i.e.",Ward 17,840,2016
Asian origins,Ward 17,72240,2016
West Central Asian and Middle Eastern origins,Ward 17,14455,2016
Afghan,Ward 17,1220,2016
"Arab, n.o.s.",Ward 17,605,2016
Armenian,Ward 17,1640,2016
Assyrian,Ward 17,10,2016
Azerbaijani,Ward 17,155,2016
Georgian,Ward 17,20,2016
Hazara,Ward 17,25,2016
Iranian,Ward 17,7940,2016
Iraqi,Ward 17,610,2016
Israeli,Ward 17,105,2016
Jordanian,Ward 17,90,2016
Kazakh,Ward 17,35,2016
Kurd,Ward 17,305,2016
Kuwaiti,Ward 17,0,2016
Kyrgyz,Ward 17,30,2016
Lebanese,Ward 17,760,2016
Palestinian,Ward 17,165,2016
Pashtun,Ward 17,35,2016
Saudi Arabian,Ward 17,40,2016
Syrian,Ward 17,495,2016
Tajik,Ward 17,10,2016
Tatar,Ward 17,50,2016
Turk,Ward 17,595,2016
Turkmen,Ward 17,25,2016
Uighur,Ward 17,25,2016
Uzbek,Ward 17,80,2016
Yemeni,Ward 17,25,2016
"West Central Asian and Middle Eastern origins, n.i.e.",Ward 17,365,2016
South Asian origins,Ward 17,11315,2016
Bangladeshi,Ward 17,375,2016
Bengali,Ward 17,190,2016
Bhutanese,Ward 17,15,2016
East Indian,Ward 17,7975,2016
Goan,Ward 17,75,2016
Gujarati,Ward 17,55,2016
Kashmiri,Ward 17,10,2016
Nepali,Ward 17,75,2016
Pakistani,Ward 17,970,2016
Punjabi,Ward 17,120,2016
Sinhalese,Ward 17,140,2016
Sri Lankan,Ward 17,1050,2016
Tamil,Ward 17,250,2016
"South Asian origins, n.i.e.",Ward 17,640,2016
East and Southeast Asian origins,Ward 17,46845,2016
Burmese,Ward 17,70,2016
Cambodian (Khmer),Ward 17,50,2016
Chinese,Ward 17,35345,2016
Filipino,Ward 17,5670,2016
Hmong,Ward 17,0,2016
Indonesian,Ward 17,270,2016
Japanese,Ward 17,825,2016
Karen,Ward 17,0,2016
Korean,Ward 17,4695,2016
Laotian,Ward 17,25,2016
Malaysian,Ward 17,175,2016
Mongolian,Ward 17,50,2016
Singaporean,Ward 17,20,2016
Taiwanese,Ward 17,445,2016
Thai,Ward 17,55,2016
Tibetan,Ward 17,35,2016
Vietnamese,Ward 17,585,2016
"East and Southeast Asian origins, n.i.e.",Ward 17,70,2016
Other Asian origins,Ward 17,150,2016
"Other Asian origins, n.i.e.",Ward 17,150,2016
Oceania origins,Ward 17,155,2016
Australian,Ward 17,50,2016
New Zealander,Ward 17,60,2016
Pacific Islands origins,Ward 17,45,2016
Fijian,Ward 17,10,2016
Hawaiian,Ward 17,10,2016
Maori,Ward 17,10,2016
Samoan,Ward 17,0,2016
"Polynesian, n.o.s.",Ward 17,15,2016
"Pacific Islands origins, n.i.e.",Ward 17,10,2016
Total - Ethnic origin for the population in private households - 25% sample data,Ward 18,117405,2016
North American Aboriginal origins,Ward 18,515,2016
First Nations (North American Indian),Ward 18,370,2016
Inuit,Ward 18,10,2016
Métis,Ward 18,140,2016
Other North American origins,Ward 18,6985,2016
Acadian,Ward 18,75,2016
American,Ward 18,535,2016
Canadian,Ward 18,6525,2016
New Brunswicker,Ward 18,0,2016
Newfoundlander,Ward 18,15,2016
Nova Scotian,Ward 18,10,2016
Ontarian,Ward 18,10,2016
Québécois,Ward 18,10,2016
"Other North American origins, n.i.e.",Ward 18,10,2016
European origins,Ward 18,37235,2016
British Isles origins,Ward 18,13100,2016
Channel Islander,Ward 18,20,2016
Cornish,Ward 18,0,2016
English,Ward 18,7570,2016
Irish,Ward 18,5365,2016
Manx,Ward 18,10,2016
Scottish,Ward 18,5280,2016
Welsh,Ward 18,485,2016
"British Isles origins, n.i.e.",Ward 18,1175,2016
French origins,Ward 18,2385,2016
Alsatian,Ward 18,10,2016
Breton,Ward 18,0,2016
Corsican,Ward 18,0,2016
French,Ward 18,2380,2016
Western European origins (except French origins),Ward 18,4765,2016
Austrian,Ward 18,520,2016
Bavarian,Ward 18,0,2016
Belgian,Ward 18,85,2016
Dutch,Ward 18,1095,2016
Flemish,Ward 18,10,2016
Frisian,Ward 18,10,2016
German,Ward 18,3250,2016
Luxembourger,Ward 18,10,2016
Swiss,Ward 18,185,2016
"Western European origins, n.i.e.",Ward 18,0,2016
Northern European origins (except British Isles origins),Ward 18,825,2016
Danish,Ward 18,125,2016
Finnish,Ward 18,310,2016
Icelandic,Ward 18,30,2016
Norwegian,Ward 18,165,2016
Swedish,Ward 18,230,2016
"Northern European origins, n.i.e.",Ward 18,35,2016
Eastern European origins,Ward 18,14040,2016
Bulgarian,Ward 18,230,2016
Byelorussian,Ward 18,365,2016
Czech,Ward 18,240,2016
"Czechoslovakian, n.o.s.",Ward 18,115,2016
Estonian,Ward 18,165,2016
Hungarian,Ward 18,1285,2016
Latvian,Ward 18,275,2016
Lithuanian,Ward 18,375,2016
Moldovan,Ward 18,180,2016
Polish,Ward 18,3730,2016
Romanian,Ward 18,1375,2016
Russian,Ward 18,6125,2016
Slovak,Ward 18,150,2016
Ukrainian,Ward 18,3020,2016
"Eastern European origins, n.i.e.",Ward 18,210,2016
Southern European origins,Ward 18,10260,2016
Albanian,Ward 18,225,2016
Bosnian,Ward 18,65,2016
Catalan,Ward 18,0,2016
Croatian,Ward 18,420,2016
Cypriot,Ward 18,10,2016
Greek,Ward 18,1370,2016
Italian,Ward 18,4795,2016
Kosovar,Ward 18,0,2016
Macedonian,Ward 18,375,2016
Maltese,Ward 18,185,2016
Montenegrin,Ward 18,35,2016
Portuguese,Ward 18,1285,2016
Serbian,Ward 18,575,2016
Sicilian,Ward 18,30,2016
Slovenian,Ward 18,185,2016
Spanish,Ward 18,1735,2016
"Yugoslavian, n.o.s.",Ward 18,75,2016
"Southern European origins, n.i.e.",Ward 18,20,2016
Other European origins,Ward 18,2885,2016
Basque,Ward 18,25,2016
Jewish,Ward 18,2655,2016
Roma (Gypsy),Ward 18,10,2016
"Slavic, n.o.s.",Ward 18,55,2016
"Other European origins, n.i.e.",Ward 18,170,2016
Caribbean origins,Ward 18,1965,2016
Antiguan,Ward 18,20,2016
Bahamian,Ward 18,10,2016
Barbadian,Ward 18,140,2016
Bermudan,Ward 18,0,2016
Carib,Ward 18,0,2016
Cuban,Ward 18,110,2016
Dominican,Ward 18,65,2016
Grenadian,Ward 18,70,2016
Guadeloupean,Ward 18,0,2016
Haitian,Ward 18,30,2016
Jamaican,Ward 18,925,2016
Kittitian/Nevisian,Ward 18,10,2016
Martinican,Ward 18,0,2016
Montserratan,Ward 18,0,2016
Puerto Rican,Ward 18,10,2016
St. Lucian,Ward 18,25,2016
Trinidadian/Tobagonian,Ward 18,380,2016
Vincentian/Grenadinian,Ward 18,55,2016
"West Indian, n.o.s.",Ward 18,190,2016
"Caribbean origins, n.i.e.",Ward 18,115,2016
"Latin, Central and South American origins",Ward 18,2410,2016
Aboriginal from Central/South America (except Arawak and Maya),Ward 18,55,2016
Arawak,Ward 18,10,2016
Argentinian,Ward 18,95,2016
Belizean,Ward 18,10,2016
Bolivian,Ward 18,10,2016
Brazilian,Ward 18,290,2016
Chilean,Ward 18,100,2016
Colombian,Ward 18,495,2016
Costa Rican,Ward 18,10,2016
Ecuadorian,Ward 18,150,2016
Guatemalan,Ward 18,20,2016
Guyanese,Ward 18,280,2016
Hispanic,Ward 18,35,2016
Honduran,Ward 18,0,2016
Maya,Ward 18,25,2016
Mexican,Ward 18,400,2016
Nicaraguan,Ward 18,0,2016
Panamanian,Ward 18,15,2016
Paraguayan,Ward 18,0,2016
Peruvian,Ward 18,115,2016
Salvadorean,Ward 18,80,2016
Uruguayan,Ward 18,55,2016
Venezuelan,Ward 18,270,2016
"Latin, Central and South American origins, n.i.e.",Ward 18,115,2016
African origins,Ward 18,2715,2016
Central and West African origins,Ward 18,340,2016
Akan,Ward 18,35,2016
Angolan,Ward 18,0,2016
Ashanti,Ward 18,0,2016
Beninese,Ward 18,15,2016
Burkinabe,Ward 18,0,2016
Cameroonian,Ward 18,35,2016
Chadian,Ward 18,0,2016
Congolese,Ward 18,25,2016
Edo,Ward 18,0,2016
Ewe,Ward 18,0,2016
Gabonese,Ward 18,0,2016
Gambian,Ward 18,0,2016
Ghanaian,Ward 18,75,2016
Guinean,Ward 18,0,2016
Ibo,Ward 18,10,2016
Ivorian,Ward 18,20,2016
Liberian,Ward 18,10,2016
Malian,Ward 18,10,2016
Malinké,Ward 18,0,2016
Nigerian,Ward 18,90,2016
Peulh,Ward 18,0,2016
Senegalese,Ward 18,20,2016
Sierra Leonean,Ward 18,0,2016
Togolese,Ward 18,10,2016
Wolof,Ward 18,0,2016
Yoruba,Ward 18,10,2016
"Central and West African origins, n.i.e.",Ward 18,35,2016
North African origins,Ward 18,1170,2016
Algerian,Ward 18,10,2016
Berber,Ward 18,0,2016
Coptic,Ward 18,30,2016
Dinka,Ward 18,0,2016
Egyptian,Ward 18,765,2016
Libyan,Ward 18,50,2016
Maure,Ward 18,0,2016
Moroccan,Ward 18,215,2016
Sudanese,Ward 18,80,2016
Tunisian,Ward 18,30,2016
"North African origins, n.i.e.",Ward 18,15,2016
Southern and East African origins,Ward 18,645,2016
Afrikaner,Ward 18,0,2016
Amhara,Ward 18,0,2016
"Bantu, n.o.s.",Ward 18,10,2016
Burundian,Ward 18,10,2016
Djiboutian,Ward 18,0,2016
Eritrean,Ward 18,60,2016
Ethiopian,Ward 18,120,2016
Harari,Ward 18,0,2016
Kenyan,Ward 18,25,2016
Malagasy,Ward 18,0,2016
Mauritian,Ward 18,35,2016
Oromo,Ward 18,0,2016
Rwandan,Ward 18,30,2016
Seychellois,Ward 18,0,2016
Somali,Ward 18,90,2016
South African,Ward 18,180,2016
Tanzanian,Ward 18,25,2016
Tigrian,Ward 18,0,2016
Ugandan,Ward 18,10,2016
Zambian,Ward 18,0,2016
Zimbabwean,Ward 18,0,2016
Zulu,Ward 18,0,2016
"Southern and East African origins, n.i.e.",Ward 18,80,2016
Other African origins,Ward 18,620,2016
"Black, n.o.s.",Ward 18,130,2016
"Other African origins, n.i.e.",Ward 18,505,2016
Asian origins,Ward 18,77640,2016
West Central Asian and Middle Eastern origins,Ward 18,19105,2016
Afghan,Ward 18,300,2016
"Arab, n.o.s.",Ward 18,505,2016
Armenian,Ward 18,710,2016
Assyrian,Ward 18,20,2016
Azerbaijani,Ward 18,415,2016
Georgian,Ward 18,325,2016
Hazara,Ward 18,0,2016
Iranian,Ward 18,14165,2016
Iraqi,Ward 18,225,2016
Israeli,Ward 18,490,2016
Jordanian,Ward 18,110,2016
Kazakh,Ward 18,50,2016
Kurd,Ward 18,105,2016
Kuwaiti,Ward 18,15,2016
Kyrgyz,Ward 18,10,2016
Lebanese,Ward 18,575,2016
Palestinian,Ward 18,195,2016
Pashtun,Ward 18,0,2016
Saudi Arabian,Ward 18,210,2016
Syrian,Ward 18,235,2016
Tajik,Ward 18,70,2016
Tatar,Ward 18,100,2016
Turk,Ward 18,550,2016
Turkmen,Ward 18,20,2016
Uighur,Ward 18,20,2016
Uzbek,Ward 18,180,2016
Yemeni,Ward 18,30,2016
"West Central Asian and Middle Eastern origins, n.i.e.",Ward 18,355,2016
